msg,label
 good evening nitish sir ,0
 i am recenly joined ,0
 glad to see you slightly smiling face give your time in your good health ,0
 sir actually due to cold weather late nights stressful hojati hai isiliye health issues aarhe ,0
 u r best i cracked my placements with the help of your videos ,0
 camera view hide the schedule ,0
 statistics basic for eda ,0
 seems fine sir good ,0
 sir please provide option to download video on websites ,0
 adverse reaction sheet me index false kr de to better hoga ,0
 image small krdo sir ,0
 city me york and new york h ,0
 birth date mei problem hai ,0
 zip code can contain like 34 986 ,0
 sir contact v int hogya ,0
 thanksdoc thanksdoc thanksdoc thanksdoc thanksdoc thanksdoc ,0
 patient id hatao sirr ,0
 remove patient id ,0
 patients duplicated() ,0
 patients id hata do ,0
 patient id ,0
 big fan of you teaching red heart red heart red heart red heart red heart red heart ,0
 patients id pe galati he ,0
 ypu are takin g only id ,0
 spell mistake ,0
 birthdate not in proper format ,0
 i think wrong interpretation ,0
 face with tears of joy face with tears of joy black hole ,0
 0 48 ,0
 change could be a complex formula ,0
 value of 0 5 se missing he sab ,0
 we should create new instead of old one ,0
 face with tears of joy face with tears of joy doctors ,0
 detector nitish babu face with monocle ,0
 proud to be engineer face with tears of joy ,0
 waitng for 100k subscriber sir ,0
 cleaning kul krta hain ( ,0
 fill country with usa ,0
 i think end start to get ve value ,0
 i think we need to remove and 1 from contact no ,0
 sir i am 2 year of bca ,0
 change dataype also ,0
 hi nitish i wrote a mail regarding website and payment issues i already paid on 17 jan but still my account is not showing this update please suggest ,0
 check id once ,0
 please mention your resources you used ,0
 its okk sir u are a gret ,0
 this tutorial gives intuition about templeting of dta cleaning ,0
 sir had not able to melt portion and the regx ,0
 sure sir i did mention this thing in chat also thanks for attending ,0
 data would be forever created ,0
 superb session very well explained with crystal clear details thanks a lot sir folded hands ,0
 microsoft excel advanced start lecture ,0
 maza aa gaya sir aaj to goood ni8 take care sir ,0
 sir it was very good thanks ,0
 the resources you refered to followed these steps ,0
 bye good night lec was amazing ,0
 sir love your videos recently discovered your playlist have gone through them all ,0
 very useful session ,0
 yes sir thank you for this session it s awesome and good night take care of your health ) ,0
 loved the lecture sir i am learning step by step and practicing red heart ,0
 good evening to all ,0
 happy evening sir ,0
 at aditya mishra yes you can ,0
 krwane gy ,0
 we can co continue our session ,0
 at bhaskar g g yes cols should be same ,0
 reset index() can also be used ,0
 sir function deprecate ho gya h ,0
 df append hota he sir ,0
 reset index() can also be used incase of ignore index ,0
 it is a bit difficult ,0
 at anish prajapati i guess so but dont use append method it is deprecated since 1 4 0 ,0
 at dr neha chaudhry while you will work on real world dataset in a company you have to do ,0
 at bp sir will give the answer later ,0
 students with multiple registration hoga shyad ,0
 join union full union left a b right b a(maths sets) ,0
 join intersection ,0
 sir please repeat inner join once ,0
 ye hamesha isi time aata hey ,0
 90 percent clear ,0
 left on and right on ,0
 left right is litter bit confusing sir ,0
 please calculate the percentage of revenue by each course ,0
 interesting sir ,0
 please guys hit the like button ,0
 ths can be solve by inner join i guess ,0
 yes padhayatha numpy as set functions ,0
 at dr neha chaudhry done ,0
 dubara dekhni padegi video ,0
 explain self join again ,0
 han boring to hai ,0
 sir concate is different from this ,0
 its absolutely fantastic sir ,0
 digesting slowly teaching is great ,0
 mst ek dum ,0
 no sir very are enjoying ,0
 it finds unique values ,0
 count(course id) ,0
 non common student will be counted ,0
 student id par krlo ,0
 repeat once sir ,0
 max run ,0
 cricket specialist aakash chopra at top face with tears of joy face with tears of joy ,0
 groupby season then first() ,0
 great superb session and very important topic thanks a lot ,0
 mushkil lag rahy hain questions ,0
 very nice session well explained ,0
 these two questions were great loved this session thanks ,0
 sir yha to sab aata hai task main bezati feel hoti h ,0
 well explained ,0
 one of best course i came across ,0
 sir set index nhi daliya toa solve ho jaya ga first sa ,0
 better than isb s ampba ) ,0
 thanks sir good night ,0
 sir in future please introduce short course on power point ,0
 in new df use groupby season then user first() ,0
 badhiya thha ,0
 great session thank you ,0
 hii guys ,0
 hello all ,0
 gd eve ,0
 dhand bad gyi lagta hai ,0
 hello sir good morning good evening good afternoon ,0
 glad to see you sir ,0
 sir your view on chatgpt ,0
 smiling face with halo smiling face with halo chris gayle 175 ,0
 hello is mongodb and cassandra important ,0
 save as pdf ,0
 today we are focusing on basic ,0
 connect gdive for permanent storage ,0
 yesterday task ni aya sir ,0
 sir mere movies wale file mein sirf 971 columns dikh raha hai ,0
 sabbir ahmad ap drive mey rakkho then mount drive and copy the path ,0
 info and info() giving diff results ,0
 red heart red heart ,0
 object type data inside the array ,0
 at tek prof list object has no attribute head student data is list ,0
 use head after converting list to data frame ,0
 movies iloc[ 0] ,0
 at rahul kumar for i in df[ actors ] values ,0
 at campusx df values() returns a numpy array ,0
 ipl[[ team1 team2 winningteam ]] head) ,0
 sir we can also plot graph on these multiple columns ,0
 at can hack 010 to pass a list of indexes we do that ,0
 at khushboo rani yes ,0
 iloc works with negative indexing as well this is the answer i got while google for series with negative index ,0
 aa gaya samjh ,0
 loc for label based ,0
 n iloc is for index based access ,0
 loc is for label and iloc is for index simple ,0
 dhaant wala example se clear ,0
 at tek prof students index [3 2 1 4]students iloc[3]students loc[3] run this code you will get difference ,0
 rcb slightly smiling face ,0
 rcb nhi hai khi ,0
 sir first question repeat ,0
 at mihir srivastava future is ai and ml text green game over text green game over ,0
 ipl[ipl[ city kolkata ] and ipl[ winningteam ] csk ] shape[0] ,0
 yes 5 hi aa raha hai ,0
 y clr ,0
 match winner and toss winner ,0
 51 47 ,0
 power of one line code clear ,0
 seems simple mysql ,0
 sarcasm at peak ,0
 dil se bura lagta hain jai solmon bhai heavy driver planet orange purple ring planet orange purple ring planet orange purple ring planet orange purple ring ,0
 apply means simply applying a function to a df ,0
 a bit complex but very useful ,0
 small case and capital ,0
 apply once again pls ,0
 great sir g ,0
 water break plz ,0
 movies[ solmon bhai hits ] heavy driver ,0
 salman khan oscar award for tiger zinda hai goat goat goat fire ,0
 no doubt ,0
 combine yesterday and today assignment and then send ,0
 at samytab gurgaon ,0
 clear sir g ,0
 sir astype ko ek sath column m apply kr sakte hn ,0
 best wishes from solmon bhai fans associations smiling face with halo smiling face with halo ,0
 thank you sir take care ) ,0
 thank you sir you are teaching really good attempted interview felt confident about python ,0
 sir matplotlib will there ,0
 thank you good night ,0
 good night take care ,0
 sir i am not able to take the membership as there is some payment issue and i want to give the assessment ,0
 sir i am getting runtimeerror while running flask project ,0
 yes sir i already emailed you but no updates ,0
 sir please reply my mail ,0
 at rahul kumar space separated list split() ,0
 packaging topic shayad reh geya hai in python ,0
 done sir ,0
 sir i cannot join the problem from bangladesh ,0
 zoom meeting ,0
 dark sunglasses ,0
 project me rel ,0
 very good numphy tutor ,0
 face blue wide eyes face blue wide eyes 1 cr ,0
 woahh numpy array to bohot fast nikle 0 ,0
 sir iterator iter() use krke bhi toh hum time ko decrease kr skte hai python mein ,0
 hi please start a series of dsa in python ,0
 clear h sir ,0
 sir youtube chat mein slow mode on hai ,0
 time time not defined aa raha he ,0
 255 live viewers and only 34 like like thoko abhi thoko ,0
 c plus plus father of programming languages trophy yellow smiling trophy yellow smiling ,0
 the time taken by numpy reduces with each exectuion ,0
 in data science we usually use numpy ,0
 sir plz add some design patterns and low level design videos in this course content ,0
 but sir it is storing ,0
 itemsize and getsizeof ,0
 maybe google collab k wajah se ,0
 storing non homogeneous data ,0
 awesome way of explaning ,0
 tenser flow for deeplearning ,0
 dtype str ho sakhta hn thinking face ,0
 n1[ 1] gives 127 ,0
 last value 127 in 1 crore ,0
 0 2 3 ,0
 a [ 0 2 3] ,0
 yes 3d will be used i think ,0
 [ [0 2 3 1] ] ,0
 at campusx the dtype np int8 only can store upto 127 value for each element there are 1 cr values but the values are range from 1 to 127 here dtype tells every elements size int8 [ 128 127] ,0
 easy n clear ,0
 we can forget then other type of slicing fancy is easy ,0
 yee cheeze r mein kraa tha ,0
 at abhishek kukreja you can fill the form ,0
 at ashish chaurasiya don worry just watch again after you will get it ,0
 at dr neha chaudhry can t understand your question please explain more ,0
 good concept ,0
 a[a percent2 0] ,0
 i have seen same logic in pandas ,0
 mask is so good thumbs up thumbs up ,0
 at rahul kumar yes you can do with string also ,0
 not divisible likha h sir ,0
 wah mukesh sir ,0
 sir abhi exam chal raha hai to class thoda chhota ho sakta h ,0
 sir aap ko robot smjh rahah ,0
 cycles ab kharid lo sir ,0
 sir is a robota ,0
 possible hai ,0
 and no ,0
 yes due to broad ,0
 please try in jupyter colab is very slow ,0
 numpy array hai to kuch bhi possible hai ,0
 python stimulator se samjha dijiye ,0
 but not able to add shape(2 3) and (3 2) ,0
 at voice youth dont ignore watch the video again ,0
 pl go slow ,0
 at debee prasad rath (3 3) is the shape this array has 3 rows and 3 columns rows x columns so 2d ,0
 ni hoga ,0
 nhi higa ,0
 nhi hoga ,0
 1 nhi h toh stretch nhi hoga ,0
 yes clear ,0
 1 nhi h stretch nhi krne k liye ,0
 but isse data me changes ho raha hai thinking face ,0
 bhte achse se aaya ,0
 thoda consfusion hai (3 4) and(4 3) ,0
 at ib yes temporary ,0
 80 percent aa gya ,0
 use kha hota h ,0
 at asad mehmmod the small array is changed by using the broadcasting ,0
 but x is negative in sigmoid ,0
 exp( x ) ,0
 sir make 1 and e x ,0
 it predict depend on previous data ,0
 divide by n ,0
 very effective ,0
 at saptarshi sanyal yes ,0
 this was super ,0
 full power understood ,0
 sir niind aagyi ,0
 clear thanks sir ,0
 mse for leanear reg ,0
 mse for time series ,0
 categorical is for clustering ,0
 maza agya sir ye to chamatkar hai ,0
 yes great going ,0
 not a number ,0
 yes at neha kumari ,0
 data hil jayega hatane se ,0
 great going ,0
 missing vallue toh fill bhi ho skta hain ,0
 straight line ,0
 st line througj origin ,0
 st line ,0
 linear equation ,0
 linear function ,0
 strait line ,0
 quadratic eq ,0
 parabola thorugh origin ,0
 (x 2 y 2 1) 3 x 2 y 3 ,0
 runtime warning aarhi plot hone k baad bhi ,0
 this is fun now ,0
 fantastic ) ,0
 at akshita element wise ,0
 image processing using np ,0
 grinning face with smiling eyes thank you ,0
 thanks sir ) ,0
 it s nice session ,0
 as usual amazing ,0
 very good you are covering topics with example is very nice ,0
 sir mene pahlu baar live class li he i must say its very intresting ,0
 numpy se pyar ho gya aap pada rhe to and plz reduce the delay time on youtube chats ,0
 at campusx sir i am feeling point less in life ,0
 face with tears of joy ,0
 smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes beaming face with smiling eyes ,0
 sir download hota h schedule kholne pe and also asking password for downloaded pdf new website pe ,0
 good night sir your teaching skill is awesome ,0
 paid wt group me bhi apki sab best bolte hain ,0
 zoom > youtube (speak and get doubts clarified) ,0
 nhi sir 2 hrs bhot hai ,0
 2 hrs best ha ,0
 superb class thanks a lot sir good night ,0
 thank you so much ,0
 sir today is the last day of my youtube memership and i am not able to pay in the website please it asap thank you ,0
 sir i think stats april beech tak rahe ga right ,0
 mean and variance ,0
 for n 1 it becomes bernoulli ,0
 best teacher ever thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up thumbs up ,0
 1 and 6 ,0
 great sir slightly smiling face ,0
 sir please explain possion distribution also ,0
 sir repeat last graph once ,0
 pareto distribution ,0
 sd of mean ,0
 normal we will get ,0
 68 percent in 1 to 1 ,0
 yes it s too powerful and face screaming in fear ,0
 this theorem is bada baap theorem same like a gun from kgf 2 ,0
 sample should represent population closely ,0
 sir i think the mistake is while calculating the limit you are subtracting the population standard deviation instead of sample standard deviation ,0
 aapne np sqrt(100) aaeyga ,0
 please post the schedule of april sir ,0
 lets like the session guys for appreciating sir s effort for explaining such complex things in a simplistic manner ,0
 statistics crush ban gayi hai ,0
 hundred points sir ,0
 hi good evening ,0
 mojo will not be replaced python ,0
 sir please try explain end to end project with ml pipeline like handled in industry with complete project structure ,0
 comment on geoffery hinton thougths ,0
 sir please make dl as a part of this course ,0
 regular expression video ,0
 in your last session you told about meet up please let us know i stay in gurgoan definitely like to meet you ,0
 guys hit like button ,0
 i love you sir ,0
 basically in interference we use the model to lean about data generation process ,0
 goodvibes goodvibes goodvibes ,0
 sir give examples ,0
 sir please repeate math parts ,0
 p values reliable ni hote mutilicollinearity me ,0
 data science road lavo ,0
 vi you are best ,0
 clear hundred points ,0
 sir maths part eplain again ,0
 i found out that sklearn linerregression() uses svd decomposition in normal equations ,0
 clear si ,0
 sir your teaching is very good ,0
 bro english is comfortable ,0
 execute the cells 8 9 and 10 ,0
 sir u said >30 then multicolinear but picgle code pr hone pe bhi cond no is 4 means nhi hai almost ,0
 before calculating the condition number for non multicollinearity re execute the cells before to it get new values in arr variable ,0
 regression holds good for numeric ,0
 very nice session thank you so much ,0
 thank you so much sir for your content ur content is gold to me ,0
 clear sir amazing class ,0
 content with maths is superb ,0
 this is good today class lays a foundation for many other concepts we need to build a foundation first and you are helping with that not trying to breaking head on everything ,0
 good evening sir i am taking your offline lecture currently about to end my sql part but my question is that sometimes i type same code as you but i get error everytime ,0
 nice session sir ,0
 going ok ,0
 please not complete on time ,0
 detail me padha ooooooo ,0
 regular expression video update ,0
 no need to be rush sir lets take 1 more month extra ,0
 yes detail mein hi padhao sir ,0
 request you please go into deep sir ,0
 thank you so much sir for providing us such good content ,0
 amazing class as always 200 percent from your side it s just that i need to put much more effort from my side ,0
 hai sir ,0
 sir drop duplicate bala solve hua ,0
 sir please post one video on lstm ,0
 project se sab practice hota he old vala ,0
 movies sirf 41 rows import horaha he ,0
 good evining ,0
 i tried learning lstm from other sources but its difficult to understand please a video on lstm please sir please ,0
 sir aapke photo se result hide ho jaa raha ,0
 sir please put you pic on top right corner ,0
 sir we can not see cause of your cam down there ,0
 sir its ohk clear hai phir bhi ,0
 feeling good option for correlated query ,0
 u have made windows function very easy to understand ,0
 i want to learn the usage of window functions in pandas ,0
 just here to come to say thanks to thalaiva ,0
 first time padh raha hu to difficult lag raha hai ,0
 doubt in frame sir ,0
 sir window function pehle likha jaayega ,0
 select val row number() over w as row number rank() over w as rank dense rank() over w as dense rank from numberswindow w as (order by val) ,0
 sir lag and lead seems like pandas shift function then would be able to shift a row ,0
 wrong h ,0
 sir vo duplicate vaala query bata do ,0
 need to watch this lecture again to understand it properly ,0
 this is really cool functions nitish ,0
 sir smjh to aaya pr jo doubt to vo mre quest aap ignore krke aage bdhgye smiling face with tear ,0
 maja aaya aur example hota toa acha hota ,0
 lag and lead was difficult ,0
 well explained sir just put one beautiful smile on face prabhu ,0
 please do video regarding powerbi and tableau learning and resourses ,0
 nice session ,0
 sir session is good but will have to revised it 2 times ,0
 nitish sir op in the chat ,0
 course ko bhi 4 month ho jayaga 7 march ko goood night sir ,0
 lazwab way of teaching ,0
 sir storeprocedure ,0
 at sanjay singh good evening ,0
 hi everyone ,0
 hi every1 ,0
 ready sir ,0
 congratulation for getting 5ok subscriber ,0
 there is some background noise ,0
 congratulation sirji 50k ,0
 no i think its from my side ,0
 congratulations party popper sir ,0
 congrats for 50k ,0
 100k soon ,0
 congratulations party popper ,0
 congratulations sir ,0
 congratulations sirrr ,0
 congratulations collision collision ,0
 sir u r reallly doing a gr8 job sir ,0
 u saved my 3 lakh rupees ,0
 congrats sir ,0
 cat and dog wala question bhi sir ,0
 congratulations sir party popper party popper party popper ,0
 party popper partying face ,0
 congratulations for 50k ,0
 50k face red heart shape face red heart shape ,0
 sir apne 3 lakh ruppe bchaye h mere sir ,0
 congrates sir ,0
 face red heart shape face red heart shape face red heart shape ,0
 u will more than that collision collision ,0
 you deserve more than this great teacher ,0
 many congratulations ,0
 no agg ,0
 no lgg ,0
 noo lag ,0
 sir party toh banti hai ,0
 i am sure sir within no time you will be the best teacher in data science domain india ,0
 congratulations sir for 50k subs ,0
 put a comma to create a tuple type ,0
 no dbt ,0
 speed is normal sir ,0
 kl bhi normal speed tha ,0
 not allowed ,0
 at syed you can re watch that part again slide the video length bar ,0
 we can edit tuple by converting it in to list ,0
 at rahul try it on your own ,0
 give real life machine learning example of tupple ,0
 u can add item in list inside a tuple ,0
 tup (1 2 3 [3 5 6])tup[3][1] 100tup ,0
 sir please describe the memory stored in tuple ,0
 please discuss in memory allocation level ,0
 at ipsita panda no you can not store you can only access from tuple ,0
 append insert ye sab bhi nhi use kr sakte ,0
 at rahul yadav yes possible ,0
 at rahul yadav yes you can do zip ,0
 at soumyaranjan you can get the ans on friday interview session ,0
 and again convert that list to tuple id will change surely ,0
 at rohit no you can t ,0
 carry on sir ,0
 tuple fast ,0
 sir please explain index function once ,0
 at suman kumar suman thank you ,0
 that is assigning new object ,0
 a is reference only ,0
 i think so ,0
 at ishika in that case new tuple is created and reassigned to the variable again ,0
 at bhaskar g g we are not actually adding element in tuple we are adding a new tuple of single element ,0
 at ishika agrawal we can add 2 diff tupples ,0
 face with tears of joy face with tears of joy face with tears of joy rolling on the floor laughing rolling on the floor laughing ,0
 yes nitish sir ,0
 at ishika agrawal that will be a new tuple you can check through id() ,0
 syntax explain please ,0
 awsm example ,0
 nice example really face with tears of joy face with tears of joy ,0
 that ia called args in python an advanced topics ,0
 today pace is goof ,0
 best platform for coding sir ,0
 hiii sir new members is here ,0
 at suman kumar suman thanks ,0
 explain tuple memory address level ,0
 11th maths ,0
 at harshal babar yes you can as many you want even you can zip heterogenous data types all should be of same length ,0
 first chap ,0
 unique element ,0
 thanks suman ,0
 sir set immutable ,0
 not possible ,0
 set can have tuples it means ,0
 lists can t be in set as well i think ,0
 at priyesh set is mutable ,0
 yes at bhaskar g g they can t ,0
 no duplicates ,0
 true 1 ,0
 true means 1 ,0
 true is 1 ,0
 true is repeated because of 1 treu ,0
 no duplicates cause true 1 ,0
 1 true ,0
 1 hain true ,0
 uniuqe va lue ,0
 1 and true are same ,0
 hashing hoti hai yahan ,0
 don t use duplication ,0
 unorder hota hai set ,0
 {1 2 3} ,0
 no doubts ,0
 at khushboo rani it is very usefull ,0
 bsics of flask plzz sir ,0
 basics of flask plzz sir ,0
 to remoce duplicates ,0
 to remove duplicates ,0
 1 is true ,0
 at dr neha chaudhry tuple used to store the latitude and longitude of your home just an example ,0
 it s looking like join ,0
 at sharad sisodiya thank you ,0
 s1 union(s2) ,0
 sir s2 ,0
 s1 issubset(s1) ,0
 sir thoda fast fast hojata h ,0
 clear sb h ,0
 no at somansh kumar ,0
 domain for ml ,0
 thanks at manish kumar ,0
 update won t work ,0
 welcome at somansh kumar ,0
 because we are not editing ,0
 update operation will not work ,0
 no no ,0
 read only operations ,0
 y es ,0
 yes possible ,0
 sir comprehension with two loops ,0
 no cntnu ,0
 no doubts as of now ,0
 matrices fromation ,0
 fruits wala ,0
 zip wala ,0
 fruits wala tha sir ,0
 [[i j for i in range(1 4)] for j in range(1 4)] ,0
 at cartesian products wala that two for loop in list comprehension ,0
 waiting for ml module sir smiling face with smiling eyes smiling face with smiling eyes ,0
 at shivoham it s your warm up ,0
 exactly they are mutable so they can be added ,0
 it s value ,0
 repeat the last step ,0
 dic[ nitish ] 55 ,0
 gaurav shukla overwritehopjayega ,0
 at gaurav shukla overwrite hojayega ,0
 guys do like the video ,0
 for i in dict item() ,0
 nitish in s values() ,0
 300 watching and 111 likes ,0
 no sir clear ,0
 no issues sir ,0
 get function ,0
 {i pow(i 2) for i in range(1 11)} ,0
 like aim 200 for nitish sir s efforts ,0
 good 3explation sir ji ,0
 print(dict(zip(days temp c))) ,0
 { instead of [ ,0
 tuple nhi hoga wo ,0
 { i j } ,0
 put curly brace ,0
 braces hata do ,0
 {i j for i j in zip(days temp c)} ,0
 dict structure ,0
 make it list ,0
 okay suman ,0
 use two for loops sir ,0
 video stoopped ,0
 unistall antivirus ,0
 all well ,0
 uninstall pc face with tears of joy face with tears of joy ,0
 sir ye thoda confusing lagta hai python tutor me bhi ,0
 alt f4 ,0
 easy hai sir ,0
 at dj knight face with tears of joy face with tears of joy ,0
 {i {j i j for j in range(1 11)} for i in range(2 5)} ,0
 face blue smiling ,0
 sir please give a 5 min break at 9 pm 9 05 pm because sitting continuously for 2 hours after a tiring day at office is a bit hectic again ,0
 sir have water ,0
 sir tuples and set comprehension ni hote ,0
 trophy yellow smiling trophy yellow smiling trophy yellow smiling nice lecture today ,0
 full power session ,0
 bridge at night night with stars good night sir ,0
 mjee daar sir ji ,0
 thumbs up ,0
 awesome sir ,0
 ekdmm badhiyaa ,0
 apke to sbhi lecture sahi hoti hai sir ,0
 elbowcough goodvibes ,0
 macha diye sir ,0
 washhands washhands ,0
 s face blue smiling hand pink waving ,0
 sir bhout mast padhaya sir ,0
 sir thnks for u too make the world a good place sir ,0
 good lecture ,0
 full power 50k congratulations ,0
 elbowcough elbowcough elbowcough elbowcough elbowcough elbowcough ,0
 thank you to sir ,0
 amazing lecture ,0
 10 on 10 smiling face with smiling eyes smiling face with smiling eyes ,0
 face blue smiling face blue smiling face blue smiling ,0
 trophy yellow smiling washhands washhands washhands ,0
 raising hands ,0
 soon will achieve 100k ,0
 sir aap jaise hee log chahiye bchoo k future k liye ,0
 trophy yellow smiling trophy yellow smiling trophy yellow smiling trophy yellow smiling trophy yellow smiling trophy yellow smiling ,0
 ok hand ok hand ok hand ok hand ok hand ,0
 thumbs up thumbs up ,0
 face blue smiling face blue smiling ,0
 very nice session sir ,0
 hand pink waving hand pink waving ,0
 at akshita yeah we can covert zip into dictionory using dict(zip()) its depend ,0
 thanku sir ,0
 s2 {1 1 2 4 3 9 4 16 5 25 6 36 7 49 8 64 9 81 10 100}for i in s2 print(i d[i]) its not working ,0
 i m in office watching your session ,0
 lecture was super cool and great this is one of the best courses and explained in the most clear way possible ,0
 sir please add flask sir ,0
 jabardast session a lot of new things looks like a lot more efforts required from our side to digest every thing ,0
 you are taking a lot of efforts thank you sir ,0
 good night sirji ,0
 sure sur ,0
 sir dsa wla video youtube be daal dgye ,0
 great then ,0
 tq sir ji ,0
 amazon laid off 10k employees but as you said study hard and get the only job available in market ,0
 your python playlist is amazing sir please uplod dsa with python also smiling face with smiling eyes ,0
 hacker rank leet code more than enough ,0
 not changing line ,0
 good night sir ji ,0
 please add more output examples in tasks notebook to effectively check working of the code ,0
 please add more output examples in tasks notebook to check the code more effectively ,0
 please do explain the tuple in memory allocation level like you did yesterday for list ,0
 ok sir thanks ,0
 thanks you and good night ,0
 gd night sir ji ,0
 here we go so excited for this session ,0
 silver playbutton coming soon ,0
 ganpati bapppa morya ,0
 jai shree ram ,0
 yes we have class but recording one ,0
 we are going tackle every thing again we have learnt so far ,0
 hello sir thumbs up ,0
 congratulations for 80k subscriber ,0
 feature selection and feature extraction ,0
 sir i am getting distracted by ipl face red droopy eyes face red droopy eyes ,0
 your voice is very slow ,0
 as array is memory so it will starts with 0 ,0
 at parth arora yes sir will help us in building our resume ,0
 sir adaboost ,0
 voice low hai bhaut ,0
 yes voice low hai ,0
 at raghvendra bhalla no there is a playlist you can refer those videos ,0
 at pravin gupta yes ,0
 at pravin gupta there are many projects that have been built in the paid session ,0
 at pravin gupta yes you can follow also ,0
 at pravin gupta no dl is not the part of this dsmp course ,0
 at l u f f y you can watch these live videos also more important topics will be covered here ,0
 please complete 100 days of machine learning ,0
 hello sir love ur work ,0
 sir i like your videos thumbs up ,0
 at vivek singh there is many more technique you can google them ,0
 at sumit chhabra no those topics are excluded for this course ,0
 at hitesh gupta yes ,0
 at sneh patel yes ,0
 sklearn is the best ,0
 at aditya mishra yes maybe in a paid session ,0
 mediator like thing ,0
 at xmas s besra no this is not the part of the 100 days ml playlist ,0
 at xmas s besra this is part of data science mentorship program and today is first session on ml follow dsmp playlist ,0
 hiii sir ,0
 at milind padia approx 3hrs ,0
 hi sir you have stopped dl playlist ,0
 your videos have helped me a lot thanks a lot sir ,0
 thanks man i studied from your videos from last few days cleared a first round of interview today ,0
 data science mentorship program ,0
 there are some free and some paid videos for this course you can subscribe to get the paid contents ,0
 i am a paid member and recently joined i want to know the class schedule and timings ,0
 you can get all the details from the website ,0
 per month for 7 months ,0
 love from bangladesh ,0
 great thumbs up ,0
 at ayush kumar no it is for data science mentorship program ,0
 good evening excited for the lec ,0
 nice hair style ,0
 sir entry level bolte hein phir 3 years minimum rehti hai ,0
 good evening handsome sir smiling face with sunglasses take care of you white heart ,0
 face purple crying face purple crying ,0
 sir i have complete data science course but not crack interview ,0
 sir need a guidance for resume ,0
 hope you are fine ,0
 an introduction to statistical learning good book ,0
 good evening sir haircut done looks awesome ,0
 yes understood ,0
 2 to 12 ,0
 increase no of lectures per week it is going too slow ,0
 datetime paid sql vid code link is from laptop datset video correct it as soon as possible ,0
 datetime paid sql video link is from laptop dataset vid correct it ,0
 absolutely clear ,0
 everything is clear till now ,0
 bahut acha samjhaya sir ,0
 hello sir i am yuvraj i watched your so many videos about data science and ,0
 repeat once more time sirjiii ,0
 yes at rahul at milind padia ,0
 please repeat cdf ,0
 clear sir everything is clear ,0
 sir repeat ,0
 sir thoda confusing hai ,0
 thoda thoda samjhaa mai ,0
 thoda difficult lag raha hai ,0
 seems like cdf between two random points ,0
 thik hai ,0
 hng hng ,0
 thoda thoda aya hai samj mai ,0
 i think ye video dobara dekhne padega ,0
 thhoda confusing h ,0
 sir explain some characteristics of this normal distribution ,0
 sir i just wanted to let you know that i got a data scientist internship offer today and it was because of your spam ml video thank you for everything ,0
 ghum gaya sir grinning face with sweat grinning face with sweat grinning face with sweat ,0
 red heart hugging face red heart ,0
 first time someone is teaching this complex topic in a simplest way thank you sir we are blessed to have teacher like you ,0
 very well explained thumbs up ,0
 good night sir thanku ,0
 sir u look great with this new haircut ,0
 sir please make a video on stock market using lstm model ,0
 thank you for the session sir and good night ,0
 sir paid course on deep learning ,0
 all good sir aidible ,0
 happy new year sir ,0
 i have enrolled at almabetter ,0
 happy new year to all ,0
 thank you so much sir for providing such content i feel more confident after your classes ,0
 hii sir i m niraj happy new year ,0
 happy new year ,0
 december main chutian bhi thi sir ,0
 job nhi ho rha hai ,0
 good want to practice more on pandas case study ,0
 add tableau ,0
 thx for clearing our doubts ,0
 stats kbb ,0
 the schedule looks good to me lagging far behind ,0
 sir shi hai ikdum ,0
 its okay sir great schedule ,0
 its really good schedule ,0
 sir sahi h ,0
 ek dum sahi hai ,0
 schedule looks good and best for all ,0
 sir pakistan sa payment ,0
 video is lagging sir ,0
 thank you sir making soo much valueable content for free students need teachers like you ,0
 less memory and faster ,0
 series it will as one col info ,0
 list hota hai series ,0
 more than 2 index ,0
 there might be a lot of other columns as well ,0
 in img data ,0
 more than 2d ,0
 at ajit yadav that deep learning concepts is not the part of this course ,0
 dimensions reduce ,0
 dimensions frameset converter and vise versa ,0
 at ajit yadav this course will cover only classic machine learning and data science stuffs for nlp dl there are playlist already you can find in this channel ,0
 ok thank you at stay serious ,0
 at sm dhande this course is belongs to data science you can follow ,0
 no doughts sir clear ) ,0
 catisian prouct wala trick yad rakhni hi sir code banne k liye ,0
 anothor cloumn ,0
 normal 2 d ,0
 pahle jese ho jaygea ,0
 multiindex series ,0
 only one row ,0
 cse ece wala bhi syack ho jaega ,0
 cse wala index coln index bun jayega ,0
 new branch as column with 0 1 index ,0
 there would be another column with cse and ece with new index ,0
 multi index row ,0
 no index ,0
 pehle jesa ,0
 cse and ece will convert in column ,0
 i already working as data engineer ,0
 index change to rows ,0
 work as stack ,0
 again cse and ece column ho jayega level 2 wala ,0
 same as previous ,0
 symmetry changed ,0
 hierarchial columns ,0
 triple column index ,0
 sir 4 ,0
 colu mns ko hierarchy main lower status milta jata hain by unstcking ,0
 sir it s not clear ,0
 now it s clear ,0
 thoda upar upar gaya ,0
 thora difficult ,0
 maza aa gaya sir ,0
 sir ek use case bata deta toh thora clarity aa jata aur ,0
 mind twister ,0
 real time example ,0
 sir for your eye safety please use glasses ,0
 at shiv prakash red heart red heart ,0
 red heart red heart red heart red heart red heart ,0
 at nitik jain true ,0
 really powerful data transformation ,0
 understood need practice ,0
